"","date","...1","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Tamale","Babile","Begoro","Lake Manyara","Same"
"181",1988-05-24,40620,79,7,87,100,129,119,110,98,124,9,92,130,164,85,73,198,108,20,103,0,0,79,72,72,0,3
"182",1988-06-08,40845,20,2,64,96,113,72,79,75,143,6,98,97,135,94,51,171,71,60,58,0,0,49,47,66,0,2
"183",1988-06-23,41070,12,1,55,47,68,62,89,71,101,2,47,66,63,53,76,100,46,59,42,0,0,63,80,50,0,1
"184",1988-07-08,41295,0,2,61,69,102,67,91,161,101,0,70,123,53,81,137,60,57,117,44,0,0,114,117,82,0,0
"185",1988-07-23,41520,1,2,35,28,31,19,27,68,37,5,28,42,10,38,75,7,15,72,9,0,0,70,79,42,0,0
"186",1988-08-07,41745,0,1,19,32,38,13,47,84,41,0,35,48,14,39,107,24,13,74,7,0,0,119,74,44,1,0
"187",1988-08-22,41970,24,1,59,44,60,18,69,119,62,4,52,66,22,56,212,51,21,69,11,0,1,136,185,50,1,2
"188",1988-09-06,42195,26,0,132,197,149,343,123,94,196,6,246,247,47,217,121,91,98,51,92,0,0,120,119,159,1,5
"189",1988-09-21,42420,57,0,66,57,84,58,82,79,103,2,83,102,41,72,130,57,36,229,19,0,0,96,125,71,5,0
"190",1988-10-06,42645,103,7,77,100,130,97,103,30,141,12,91,106,37,113,56,83,46,36,26,0,16,18,2,66,25,0
"191",1988-10-21,42870,60,7,40,63,104,90,61,17,109,38,77,91,48,77,8,74,38,143,28,0,0,0,0,55,17,2
"192",1988-11-05,43095,213,66,7,54,57,72,26,0,87,13,49,65,36,42,0,70,42,162,27,0,77,0,0,15,93,8
"193",1988-11-20,43320,208,58,22,51,58,74,60,53,83,10,38,79,50,37,35,76,51,57,39,2,53,29,23,17,206,3
"194",1988-12-05,43545,244,77,20,58,43,70,43,4,53,70,55,73,90,39,0,121,55,62,49,1,79,0,0,27,49,3
"195",1988-12-20,43770,161,156,1,3,1,0,0,0,4,99,1,1,3,2,0,10,1,73,0,61,173,0,0,0,274,20
"196",1989-01-04,43995,68,57,0,0,0,0,0,0,0,230,0,0,0,0,0,2,0,90,0,107,63,0,0,0,199,69
"197",1989-01-19,44220,58,111,0,0,0,3,0,0,2,175,0,0,1,0,0,15,1,22,0,54,43,0,0,0,413,37
"198",1989-02-03,44445,162,73,3,0,2,1,0,0,2,50,0,4,3,0,0,14,0,125,0,86,66,0,0,0,662,7
"199",1989-02-18,44670,60,42,5,12,9,7,3,2,12,14,7,5,6,8,0,26,4,37,1,32,29,0,0,2,105,0
"200",1989-03-05,44895,239,117,55,49,72,65,148,52,82,95,43,70,53,60,62,87,31,16,30,33,64,62,33,45,148,11
"201",1989-03-20,45120,125,223,64,44,62,29,91,38,64,146,32,50,18,45,12,50,25,169,9,40,155,22,10,31,411,27
"202",1989-04-04,45345,280,150,53,55,49,45,74,69,72,149,54,52,52,56,22,102,34,112,27,60,141,39,27,42,379,60
"203",1989-04-19,45570,153,35,78,88,97,96,101,54,139,50,110,107,95,103,39,135,64,153,58,7,6,36,35,107,18,17
"204",1989-05-04,45795,444,37,62,76,128,118,56,30,109,54,63,97,127,63,25,151,72,246,64,5,24,31,13,53,105,20
"205",1989-05-19,46020,86,20,34,62,88,91,58,69,85,26,61,87,78,64,28,97,58,15,44,0,1,22,37,47,4,4
"206",1989-06-03,46245,18,6,56,136,128,175,97,32,147,7,132,106,212,96,20,178,196,72,209,0,0,27,47,67,13,0
"207",1989-06-18,46470,11,3,135,92,149,99,94,90,123,11,95,124,136,101,129,150,91,5,100,0,0,158,150,88,0,0
"208",1989-07-03,46695,0,1,60,58,71,74,114,63,75,0,75,105,51,69,58,63,51,138,46,0,0,54,88,64,0,0
"209",1989-07-18,46920,1,3,35,45,58,43,70,95,68,1,45,71,12,54,117,20,31,23,19,0,0,117,77,65,0,0
"210",1989-08-02,47145,1,3,21,35,22,27,46,99,36,1,41,65,10,36,91,25,19,74,9,0,0,96,84,36,0,1
"211",1989-08-17,47370,4,0,124,85,75,53,125,97,122,2,88,119,14,104,130,33,34,80,12,0,0,163,106,80,2,0
"212",1989-09-01,47595,28,1,76,58,80,30,171,116,75,3,83,100,69,81,156,76,33,55,18,0,0,129,96,82,12,0
"213",1989-09-16,47820,3,1,72,72,99,53,128,70,118,3,98,125,9,97,89,37,33,159,14,0,0,63,42,82,13,0
"214",1989-10-01,48045,36,1,63,104,104,104,115,59,141,5,126,127,32,102,76,77,58,110,39,0,3,47,42,89,19,9
"215",1989-10-16,48270,208,0,50,61,76,49,57,15,90,5,64,73,17,72,15,62,21,91,10,9,0,16,5,38,13,5
"216",1989-10-31,48495,53,3,14,23,50,29,9,1,53,2,30,32,26,22,1,42,22,65,9,0,4,0,0,9,32,7
"217",1989-11-15,48720,344,76,12,21,21,18,21,0,36,15,18,19,15,19,0,30,15,237,7,14,80,0,0,6,70,11
"218",1989-11-30,48945,275,52,20,32,28,25,13,0,38,45,23,32,26,33,0,37,24,180,16,33,99,0,0,12,310,5
"219",1989-12-15,49170,60,129,8,22,15,26,11,21,34,158,25,24,21,20,25,42,13,34,4,113,59,17,10,9,400,33
"220",1989-12-30,49395,89,94,45,31,28,20,42,38,32,112,16,34,16,27,37,49,11,77,2,60,63,3,18,8,153,54
"221",1990-01-14,49620,270,46,16,19,15,9,24,3,21,14,18,22,7,20,0,24,10,5,3,13,23,0,0,10,80,1
"222",1990-01-29,49845,222,90,7,5,5,2,8,0,8,23,5,4,0,4,0,14,0,21,0,12,49,0,0,3,104,3
"223",1990-02-13,50070,99,123,28,17,31,21,45,8,24,128,22,28,18,14,2,27,8,125,8,108,63,0,0,4,172,50
"224",1990-02-28,50295,81,98,0,12,11,5,0,0,23,54,1,4,0,7,0,19,5,114,1,89,111,0,0,1,597,104
"225",1990-03-15,50520,316,72,17,16,11,10,1,0,29,57,8,14,5,10,0,27,4,184,3,4,61,0,0,1,142,7
"226",1990-03-30,50745,213,159,46,33,51,24,66,37,53,114,35,39,30,42,22,64,16,178,11,74,127,30,19,32,188,100
"227",1990-04-14,50970,162,50,38,35,57,20,65,61,53,56,43,52,47,49,41,71,21,130,17,5,46,32,71,42,134,20
"228",1990-04-29,51195,357,48,48,49,89,60,95,48,93,91,65,81,97,56,64,133,36,97,32,8,42,66,24,50,99,7
"229",1990-05-14,51420,156,2,30,56,64,44,40,33,71,1,49,56,78,52,24,100,50,187,43,0,0,23,13,31,11,1
"230",1990-05-29,51645,59,2,23,50,72,46,45,28,74,6,57,58,51,47,24,78,36,57,22,0,0,25,30,29,0,1
"231",1990-06-13,51870,7,0,50,90,81,75,92,69,141,0,78,88,126,97,56,141,74,14,61,0,0,41,41,77,0,0
"232",1990-06-28,52095,0,0,67,18,75,22,19,32,43,0,26,48,40,22,24,50,17,69,15,0,0,11,25,22,0,0
"233",1990-07-13,52320,0,4,44,53,56,37,74,73,58,7,57,89,29,69,96,42,31,66,19,0,0,97,69,54,0,0
"234",1990-07-28,52545,1,4,27,29,37,15,49,108,55,2,28,61,4,29,101,27,12,96,1,0,0,77,118,28,0,0
"235",1990-08-12,52770,0,0,20,27,23,32,49,53,43,3,53,69,4,42,65,14,4,97,2,0,0,38,36,30,0,0
"236",1990-08-27,52995,6,1,39,54,46,29,92,71,65,0,80,85,12,84,88,130,15,70,17,0,0,95,62,75,8,0
"237",1990-09-11,53220,14,2,73,56,115,26,123,97,107,1,74,67,9,76,90,30,19,60,9,0,0,112,80,73,13,2
"238",1990-09-26,53445,155,1,48,59,80,42,99,51,120,4,96,82,17,80,53,58,23,14,5,1,0,42,40,62,9,19
"239",1990-10-11,53670,21,0,46,64,89,76,71,21,95,0,98,94,35,69,17,71,51,349,38,0,0,6,3,58,17,0
"240",1990-10-26,53895,165,0,12,47,54,45,30,8,71,1,56,55,28,46,1,52,37,377,27,2,6,0,3,23,114,4
"241",1990-11-10,54120,314,19,55,41,67,58,85,42,72,75,63,76,39,46,17,71,33,90,22,8,1,15,4,33,35,10
"242",1990-11-25,54345,85,52,5,28,37,27,11,3,43,13,42,27,31,27,0,54,28,71,19,4,59,0,0,14,252,4
"243",1990-12-10,54570,158,16,75,59,75,82,120,35,71,25,72,81,60,69,20,89,51,81,52,0,65,28,10,51,177,8
"244",1990-12-25,54795,132,174,0,0,0,0,0,0,0,96,0,0,0,0,0,5,0,98,0,68,105,0,0,0,293,7
"245",1991-01-09,55020,179,131,9,36,20,17,10,0,46,50,20,22,15,28,0,51,29,1,17,10,101,0,0,10,79,0
"246",1991-01-24,55245,118,154,7,25,26,38,3,0,44,49,16,25,21,21,0,55,20,29,13,118,78,0,0,8,282,31
"247",1991-02-08,55470,60,70,38,60,62,49,52,8,83,13,47,57,32,46,13,85,39,2,17,56,23,14,8,24,175,0
"248",1991-02-23,55695,160,107,40,64,62,30,72,18,85,105,41,36,23,56,40,67,38,1,12,16,78,26,4,42,61,0
"249",1991-03-10,55920,127,62,93,66,87,42,139,50,110,41,69,64,14,76,35,55,32,34,15,0,25,38,23,53,49,0
"250",1991-03-25,56145,247,321,44,51,56,48,73,45,74,266,49,60,31,38,14,60,41,446,27,110,207,24,6,35,330,58
"251",1991-04-09,56370,423,75,62,49,52,32,112,50,60,100,46,38,32,56,46,55,28,140,21,30,83,30,54,40,238,8
"252",1991-04-24,56595,192,7,33,44,56,33,92,52,61,31,43,42,53,43,43,85,33,410,28,0,3,53,29,26,23,6
"253",1991-05-09,56820,419,36,65,89,85,79,97,65,119,90,119,133,144,91,99,153,81,307,73,3,34,60,49,77,39,22
"254",1991-05-24,57045,188,3,53,78,74,66,87,76,97,0,66,94,82,82,100,112,66,49,69,0,2,89,80,58,21,5
"255",1991-06-08,57270,41,0,33,51,67,75,47,42,78,1,63,83,41,66,49,62,41,45,44,0,0,34,20,49,7,0
"256",1991-06-23,57495,1,2,65,80,61,74,74,78,105,1,66,73,99,80,66,122,99,63,73,0,0,52,60,70,1,3
"257",1991-07-08,57720,12,1,66,74,86,77,85,74,107,4,77,119,71,83,121,98,65,84,48,0,0,75,88,82,0,0
"258",1991-07-23,57945,8,3,23,38,40,36,53,51,54,1,49,64,17,37,89,38,21,96,6,0,1,66,38,35,1,1
"259",1991-08-07,58170,5,0,43,73,63,41,70,88,102,2,73,97,8,87,142,23,34,89,18,0,0,97,112,76,3,8
"260",1991-08-22,58395,0,0,151,59,73,38,96,99,82,0,80,84,8,76,101,26,30,69,9,0,0,110,80,76,0,0
"261",1991-09-06,58620,4,1,39,69,70,41,113,114,91,4,84,81,86,79,74,158,28,62,14,0,0,80,55,54,1,0
"262",1991-09-21,58845,79,13,32,36,39,33,57,51,54,11,53,64,12,42,79,42,16,30,5,0,7,82,66,47,0,1
"263",1991-10-06,59070,138,11,65,51,71,46,82,50,63,2,69,103,13,68,43,36,31,146,24,0,58,51,37,59,107,2
"264",1991-10-21,59295,66,12,21,47,65,54,18,22,81,9,42,59,17,41,10,47,25,70,18,0,26,3,10,30,89,0
"265",1991-11-05,59520,123,41,35,34,48,41,35,0,64,27,32,46,15,29,0,42,24,48,13,0,14,0,2,13,10,2
"266",1991-11-20,59745,181,101,18,33,46,31,33,6,76,29,44,55,28,31,0,56,22,98,15,5,15,0,0,12,102,4
"267",1991-12-05,59970,165,103,6,7,13,2,10,0,12,64,3,3,7,4,0,21,5,57,1,40,27,0,0,1,192,36
"268",1991-12-20,60195,111,165,0,3,1,3,0,0,7,165,2,5,13,1,0,31,5,16,2,78,94,0,0,0,147,107
"269",1992-01-04,60420,177,56,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,24,80,0,0,0,49,1
"270",1992-01-19,60645,141,40,7,8,7,6,7,0,11,9,2,3,3,2,1,15,6,1,3,1,59,0,0,0,24,0
"271",1992-02-03,60870,43,72,21,7,12,1,22,1,13,105,3,10,0,6,0,12,4,14,0,76,41,0,0,3,186,15
"272",1992-02-18,61095,105,94,10,3,8,3,14,4,4,47,2,6,3,2,5,14,1,1,0,37,40,9,0,1,217,0
"273",1992-03-04,61320,123,87,47,59,65,34,42,3,79,52,34,50,24,46,0,66,32,3,14,27,36,0,0,21,61,3
"274",1992-03-19,61545,287,46,27,37,65,30,41,22,56,132,22,27,26,32,13,68,24,34,17,22,11,19,1,18,70,8
"275",1992-04-03,61770,399,77,57,47,74,45,110,35,86,102,40,68,36,57,22,67,27,128,18,49,113,60,12,55,168,54
"276",1992-04-18,61995,343,43,29,25,54,26,67,60,55,60,23,34,50,30,18,68,15,205,15,4,15,14,52,22,146,22
"277",1992-05-03,62220,187,47,51,64,79,58,58,58,97,39,78,91,78,72,39,91,47,39,39,9,45,24,41,58,43,2
"278",1992-05-18,62445,88,5,53,70,118,47,81,32,113,6,86,83,91,75,63,120,42,23,29,0,2,37,36,49,4,53
"279",1992-06-02,62670,85,6,38,76,71,69,57,74,98,5,90,97,149,67,62,237,56,130,58,0,0,50,41,49,4,3
"280",1992-06-17,62895,64,2,22,20,42,12,44,8,46,6,37,55,6,23,39,19,7,90,4,0,0,10,25,22,1,0
"281",1992-07-02,63120,0,0,37,50,55,22,55,63,69,9,54,78,14,72,96,36,19,98,7,0,0,94,80,72,0,1
"282",1992-07-17,63345,0,0,26,71,64,20,33,56,101,0,90,66,28,82,89,56,27,85,11,0,0,64,52,58,0,1
"283",1992-08-01,63570,0,0,12,15,18,7,20,40,29,2,18,23,5,20,84,22,6,61,3,0,0,53,79,23,0,0
"284",1992-08-16,63795,0,0,21,19,19,9,35,59,29,1,23,27,11,28,88,20,11,70,3,0,0,66,93,27,0,0
"285",1992-08-31,64020,1,0,46,56,49,53,67,86,63,1,112,103,57,66,138,94,47,130,92,0,0,137,104,69,0,0
"286",1992-09-15,64245,5,1,55,116,126,72,122,98,137,1,100,167,57,103,89,98,69,21,31,0,0,87,56,80,4,0
"287",1992-09-30,64470,16,0,61,60,68,54,97,61,105,3,65,94,25,70,63,51,28,161,15,0,0,37,22,52,6,0
"288",1992-10-15,64695,25,0,29,64,62,62,38,9,112,7,56,68,32,67,15,67,33,90,18,0,2,5,10,41,18,0
"289",1992-10-30,64920,87,0,38,35,60,52,113,61,63,6,49,56,64,46,47,88,30,122,32,0,0,57,23,38,34,3
"290",1992-11-14,65145,115,75,29,19,31,16,0,0,46,42,11,27,15,14,0,23,12,47,7,87,56,0,0,6,274,10
"291",1992-11-29,65370,233,22,9,18,16,12,0,0,28,24,9,13,6,11,0,27,8,88,7,3,34,0,0,0,109,5
"292",1992-12-14,65595,271,97,2,18,11,4,1,0,30,28,12,20,11,16,0,30,14,51,8,56,103,0,0,9,982,18
"293",1992-12-29,65820,293,29,1,13,9,8,2,0,19,32,5,13,7,12,0,29,7,30,5,57,17,0,0,2,125,22
"294",1993-01-13,66045,78,99,0,0,0,0,0,0,0,289,0,0,2,0,0,4,0,97,0,71,123,0,0,0,298,54
"295",1993-01-28,66270,118,110,21,7,14,3,12,0,16,131,4,9,8,7,0,28,4,115,1,43,49,0,0,5,159,21
"296",1993-02-12,66495,185,62,34,38,51,21,55,15,84,59,22,26,21,31,8,49,22,19,7,60,38,10,10,11,205,4
"297",1993-02-27,66720,44,85,46,35,53,21,69,57,53,143,43,58,26,49,36,47,22,0,14,34,28,19,22,45,129,1
"298",1993-03-14,66945,247,184,28,29,35,16,59,18,33,107,34,33,15,42,12,38,11,1,4,34,80,8,5,32,130,9
"299",1993-03-29,67170,341,69,33,48,63,21,61,25,54,52,38,36,20,48,28,67,18,15,10,0,36,4,3,25,31,1
"300",1993-04-13,67395,396,58,51,51,98,33,75,64,107,136,70,69,53,69,28,100,30,77,25,0,12,30,24,57,32,8
"301",1993-04-28,67620,288,34,68,33,66,30,129,38,60,31,39,47,58,36,22,73,25,164,22,1,16,12,25,34,90,3
"302",1993-05-13,67845,149,5,52,64,80,70,56,35,95,26,70,100,70,72,19,90,43,35,39,0,0,21,28,54,27,14
"303",1993-05-28,68070,3,1,59,42,103,59,73,43,70,1,44,66,59,51,38,76,43,112,43,0,0,46,30,43,1,0
"304",1993-06-12,68295,4,3,102,138,117,71,62,12,164,3,113,92,123,122,32,139,117,25,117,0,0,23,21,76,0,0
"305",1993-06-27,68520,0,1,61,61,68,58,62,41,110,5,90,117,34,74,62,60,26,31,20,0,0,53,37,65,0,0
"306",1993-07-12,68745,0,1,30,36,45,15,38,63,60,6,48,54,4,52,133,21,13,39,5,0,0,88,85,47,0,0
"307",1993-07-27,68970,4,2,41,45,59,37,58,69,76,1,65,98,11,62,108,34,14,69,3,0,0,73,42,57,0,0
"308",1993-08-11,69195,2,0,49,54,76,45,78,108,99,3,77,93,10,83,163,28,16,81,9,0,0,126,134,78,0,0
"309",1993-08-26,69420,1,4,76,62,79,41,115,110,99,1,78,92,27,74,180,75,28,69,6,0,0,138,101,79,1,2
"310",1993-09-10,69645,1,0,153,100,98,101,179,129,177,1,141,157,25,117,110,76,49,46,25,0,0,107,75,96,0,0
"311",1993-09-25,69870,13,1,73,100,116,67,137,70,134,3,99,129,46,84,78,94,66,49,30,0,0,57,34,57,6,6
"312",1993-10-10,70095,10,0,31,44,67,37,91,37,79,1,68,59,25,50,22,61,22,39,11,0,0,14,25,37,0,0
"313",1993-10-25,70320,166,16,18,28,38,29,33,6,51,11,27,37,30,29,6,50,27,82,19,0,21,6,1,11,58,2
"314",1993-11-09,70545,81,17,37,62,61,58,69,30,93,37,81,61,45,59,6,64,45,35,30,0,15,5,9,33,11,0
"315",1993-11-24,70770,129,2,64,81,126,85,93,27,113,5,102,96,48,78,18,72,55,94,33,1,1,14,1,51,110,5
"316",1993-12-09,70995,83,18,0,23,7,7,0,0,29,19,6,9,7,9,0,28,14,54,5,0,6,0,0,0,34,2
"317",1993-12-24,71220,38,59,9,3,4,4,3,0,6,58,2,1,3,2,0,13,3,5,1,44,47,0,0,0,108,0
"318",1994-01-08,71445,115,127,27,67,42,38,19,10,98,99,62,54,25,52,1,74,40,0,22,55,37,0,4,23,402,2
"319",1994-01-23,71670,77,44,2,34,20,33,8,0,52,19,12,31,18,18,0,41,26,0,9,62,26,0,0,3,128,0
"320",1994-02-07,71895,35,84,8,32,28,28,7,1,40,59,30,35,13,26,0,38,21,47,9,92,22,0,0,7,179,50
"321",1994-02-22,72120,105,191,28,47,50,17,39,3,63,83,30,32,16,49,0,63,17,18,7,85,103,1,3,23,204,40
"322",1994-03-09,72345,101,132,25,38,65,32,43,23,79,50,44,40,37,39,18,67,29,0,21,34,86,4,20,27,505,13
"323",1994-03-24,72570,167,89,67,42,46,32,71,33,49,48,42,52,29,55,14,43,16,61,9,15,84,25,20,39,119,13
"324",1994-04-08,72795,369,57,39,22,35,7,65,26,30,48,29,25,21,31,24,40,7,89,4,3,41,17,30,27,132,5
"325",1994-04-23,73020,468,8,49,81,80,63,95,60,118,41,82,80,67,75,55,90,56,234,54,1,6,54,38,50,79,38
"326",1994-05-08,73245,175,27,50,55,74,36,92,50,89,36,61,61,56,62,10,87,32,78,28,0,1,10,39,46,6,30
"327",1994-05-23,73470,42,0,59,79,100,76,81,74,113,0,76,109,93,85,30,113,64,60,63,0,0,28,25,68,11,1
"328",1994-06-07,73695,0,0,35,89,82,71,26,16,110,1,72,83,76,82,16,93,91,151,71,0,0,13,19,67,0,0
"329",1994-06-22,73920,20,5,52,125,78,173,67,47,97,5,173,137,65,112,47,106,187,59,215,0,0,44,50,124,2,13
"330",1994-07-07,74145,1,2,24,62,52,32,59,67,87,0,64,109,26,68,75,45,25,97,9,0,0,52,39,47,0,1
"331",1994-07-22,74370,0,0,20,23,23,12,23,71,30,0,28,34,9,31,65,25,16,60,7,0,0,69,73,36,0,1
"332",1994-08-06,74595,0,2,16,25,25,10,53,76,41,4,25,31,4,31,143,13,6,123,2,0,0,121,141,23,0,1
"333",1994-08-21,74820,0,0,69,106,109,54,129,109,180,0,87,116,25,132,124,44,52,48,22,0,0,102,114,103,0,0
"334",1994-09-05,75045,36,1,29,31,38,14,56,123,40,1,52,51,6,54,145,19,11,85,2,0,10,197,60,89,0,0
"335",1994-09-20,75270,15,5,65,110,94,106,87,66,170,5,148,168,27,132,94,185,58,16,26,0,1,84,55,131,6,3
"336",1994-10-05,75495,100,5,80,138,105,105,107,57,173,18,138,148,88,148,83,155,85,157,62,1,1,73,39,106,6,2
"337",1994-10-20,75720,250,6,44,83,83,81,86,50,130,15,84,104,55,85,58,89,55,227,41,0,1,44,27,59,49,5
"338",1994-11-04,75945,165,26,54,54,64,61,59,1,82,11,52,59,27,48,0,47,41,527,35,0,17,0,0,28,233,10
"339",1994-11-19,76170,80,53,9,11,10,8,4,0,11,16,4,4,10,3,0,26,14,121,7,0,37,0,0,0,392,2
"340",1994-12-04,76395,386,100,0,1,0,1,0,0,5,49,1,3,3,0,0,16,2,65,0,11,103,0,0,0,549,30
"341",1994-12-19,76620,280,48,0,1,2,8,0,0,5,65,4,12,7,2,0,14,1,4,0,24,91,0,0,1,96,41
"342",1995-01-03,76845,117,110,0,5,1,6,0,0,5,80,1,8,4,5,0,9,1,25,2,42,36,0,0,1,146,5
"343",1995-01-18,77070,76,67,0,11,5,5,0,0,9,70,0,2,0,0,0,13,11,3,0,49,26,0,0,0,481,0
"344",1995-02-02,77295,58,80,1,15,5,30,0,0,9,89,8,28,7,4,0,25,14,87,8,76,41,0,0,1,140,104
"345",1995-02-17,77520,128,151,13,15,36,18,28,4,32,99,10,21,14,11,0,34,10,33,7,128,103,0,0,8,293,35
"346",1995-03-04,77745,155,220,61,66,74,21,94,23,81,100,61,49,35,66,22,96,33,127,18,38,121,17,28,39,411,16
"347",1995-03-19,77970,281,81,49,33,64,18,63,37,55,55,46,67,17,44,16,41,12,25,10,2,62,34,8,32,70,4
"348",1995-04-03,78195,424,53,40,38,64,23,81,87,58,28,45,44,20,57,39,43,9,127,6,3,40,57,45,37,31,3
"349",1995-04-18,78420,380,39,84,85,129,114,134,62,123,101,85,135,64,111,47,107,55,215,65,6,38,56,47,98,138,20
"350",1995-05-03,78645,189,6,51,46,64,51,73,62,64,21,54,70,34,51,52,67,29,366,26,1,0,50,38,38,103,21
"351",1995-05-18,78870,169,12,38,98,77,63,70,38,117,53,90,93,89,88,25,116,65,48,55,10,2,20,24,55,18,46
"352",1995-06-02,79095,52,0,63,121,111,135,67,69,137,0,122,141,155,117,24,213,113,30,110,0,0,30,69,86,2,0
"353",1995-06-17,79320,0,0,38,52,49,80,41,69,67,0,73,87,61,60,42,53,52,89,64,0,0,56,36,52,0,0
"354",1995-07-02,79545,0,0,77,77,89,93,118,117,103,0,87,102,52,96,89,76,51,92,48,0,0,99,75,83,0,0
"355",1995-07-17,79770,0,1,55,65,82,43,69,90,103,0,83,119,21,81,85,45,24,31,13,0,0,99,70,73,0,0
"356",1995-08-01,79995,0,4,61,32,65,25,76,106,52,12,54,84,17,49,121,28,13,38,3,0,0,111,93,63,0,1
"357",1995-08-16,80220,1,2,113,111,99,101,131,123,142,3,132,165,27,146,98,62,42,24,26,0,0,90,91,123,1,7
"358",1995-08-31,80445,5,1,50,86,63,46,88,70,115,1,100,89,10,121,92,35,31,66,8,0,0,93,52,97,0,0
"359",1995-09-15,80670,8,1,45,61,70,39,106,121,86,1,63,86,11,61,88,45,27,47,8,0,0,95,79,51,1,0
"360",1995-09-30,80895,12,0,33,31,42,22,75,58,46,6,34,55,1,35,85,18,12,62,8,0,1,70,42,32,6,0
"361",1995-10-15,81120,85,0,72,59,93,35,87,32,90,11,63,67,26,56,21,57,26,89,9,0,0,15,16,37,26,13
"362",1995-10-30,81345,54,1,26,50,77,38,56,31,84,6,57,60,30,52,31,57,29,68,16,0,0,10,4,30,8,3
"363",1995-11-14,81570,23,1,1,10,6,3,0,0,13,0,2,6,4,3,0,17,6,154,2,0,1,0,0,0,50,2
